GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Exercice8,com.exemple,ServiceReservation,0,102,1,9,0,21,1,9,0,5
Exercice8,com.exemple,Reservation,0,18,0,0,0,1,0,1,0,1
Exercice8,com.exemple,ReservationRefuseeException,0,4,0,0,0,2,0,1,0,1
Exercice8,com.exemple,ConfirmationReservation,0,12,0,0,0,1,0,1,0,1
Exercice8,com.exemple,Salle,0,12,0,0,0,1,0,1,0,1
